Pro's video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Label
1235_event_1,29.73,87.47,95.01,177.47,98.71,71.11,33.42,18.89,162.9,147.64,84.47,105.71,169.58,149.36,105.95,104.93,178.07,180.0,1
1237_event_1,23.63,58.24,139.97,161.78,92.75,69.46,23.59,34.07,81.09,149.04,86.66,111.13,151.86,150.16,121.48,98.71,157.07,164.58,1
1245_event_1,32.74,36.87,119.87,138.18,91.68,74.05,4.55,27.26,110.39,167.08,91.68,102.58,171.38,152.37,96.94,105.06,178.1,169.78,1
1249_event_1,52.93,49.02,125.6,144.46,86.07,84.44,13.4,11.0,151.29,165.07,88.49,101.0,164.81,158.38,106.7,100.62,179.25,173.78,1
1253_event_1,45.62,76.06,100.3,169.67,92.89,85.51,38.2,28.76,158.55,150.52,87.83,93.78,173.81,148.32,98.36,117.9,177.05,167.68,1
1255_event_1,32.57,54.94,85.99,167.64,102.43,74.97,49.01,37.74,169.98,162.32,78.27,104.33,164.84,144.14,86.56,111.54,174.06,171.34,1
1256_event_1,21.3,71.19,75.32,179.31,103.84,71.06,49.81,37.06,169.51,158.39,76.88,108.23,163.3,139.76,86.42,112.01,168.69,167.42,1
1258_event_1,39.23,50.33,102.22,163.47,87.29,88.99,24.3,24.16,132.95,152.29,86.18,97.55,176.22,158.24,97.6,104.21,175.74,175.78,1
1270_event_1,82.87,30.75,155.56,85.87,79.2,89.39,42.37,34.28,170.75,156.69,101.59,89.82,139.96,171.69,118.45,98.49,109.62,175.79,1
1278_event_1,26.57,45.0,95.4,139.4,86.15,78.69,17.31,15.71,154.23,163.24,90.54,104.62,171.29,147.14,98.16,108.23,177.75,172.29,1
1290_event_1,44.76,50.45,121.97,140.74,90.94,74.03,13.73,16.25,144.62,153.66,96.55,98.48,159.12,153.26,104.33,108.26,168.76,175.67,1
1293_event_1,38.14,51.37,122.17,152.1,87.4,81.6,3.37,19.13,141.09,158.77,93.81,97.19,157.52,160.87,108.67,101.94,164.65,177.06,1
1303_event_1,8.82,12.84,93.85,116.96,95.58,71.28,10.55,32.84,122.08,163.38,87.73,105.41,166.11,157.45,106.15,97.14,175.79,177.93,1
1323_event_1,50.06,41.27,118.43,160.83,81.97,89.62,13.6,29.94,135.16,163.92,91.59,96.83,176.23,149.63,92.19,113.54,180.0,169.96,1
1329_event_1,53.21,52.29,114.99,165.86,91.17,81.7,29.39,31.87,147.21,160.75,85.82,101.31,172.5,149.66,101.69,109.03,171.89,169.72,1
1340_event_1,63.16,69.29,116.96,176.51,92.93,86.86,39.13,27.35,156.65,154.44,82.3,97.91,169.88,158.96,107.82,103.13,174.52,174.72,1
1342_event_1,27.88,55.13,102.92,168.55,88.77,82.85,13.73,30.56,127.44,161.9,88.36,100.01,165.13,161.86,106.5,98.13,180.0,178.35,1
1348_event_1,25.88,54.9,127.91,174.69,94.71,77.03,7.32,42.75,87.88,167.56,84.35,103.91,172.47,148.01,88.12,108.09,173.62,175.04,1
1352_event_1,39.75,64.74,111.61,172.34,87.12,85.08,15.26,22.53,137.42,151.57,87.27,100.53,170.86,152.8,101.86,106.66,175.51,174.32,1
1354_event_1,20.22,23.44,94.76,113.95,102.2,70.27,27.66,20.24,152.99,172.22,84.14,103.39,178.36,155.3,97.5,101.31,174.77,178.99,1
1368_event_1,22.18,20.51,91.42,98.8,96.29,66.12,27.05,12.16,168.22,156.22,101.94,95.64,150.11,157.17,107.95,107.19,165.75,169.8,1
1370_event_1,23.63,45.0,73.26,151.7,98.33,75.65,48.69,31.05,163.48,153.67,88.01,98.01,179.44,155.64,92.54,106.35,178.87,176.7,1
1372_event_1,51.34,64.98,110.87,168.38,99.21,75.26,39.68,28.14,155.29,150.68,84.6,100.93,177.7,147.38,93.1,111.69,177.45,169.72,1
1374_event_1,48.78,71.25,128.16,177.06,90.38,88.09,11.0,17.72,126.87,164.16,90.31,91.22,177.43,154.94,92.26,113.84,179.1,173.0,1
1388_event_1,33.82,61.05,130.89,174.69,87.61,81.95,9.46,31.69,125.54,153.04,93.37,97.07,169.38,160.4,97.25,102.53,172.74,177.85,1
1396_event_1,8.26,143.13,85.02,130.24,108.31,71.94,31.55,14.69,154.73,149.55,75.74,104.01,175.02,158.44,99.28,97.55,169.94,171.83,1
0008_event_2,59.74,63.43,145.34,156.37,93.37,88.32,7.77,51.88,139.4,131.45,86.63,91.68,170.37,163.38,102.99,104.93,175.89,179.1,2
0010_event_2,39.67,38.19,140.86,161.44,87.08,90.89,14.11,69.47,49.76,22.87,86.12,95.91,177.91,162.14,95.97,101.94,178.07,175.82,2
0014_event_2,20.36,57.22,49.65,147.91,98.85,79.57,69.56,75.3,154.8,171.06,80.84,100.74,178.42,157.16,100.74,102.11,172.77,165.47,2
0019_event_2,39.81,95.71,125.72,157.19,97.13,81.12,11.21,25.98,94.09,121.14,82.87,98.88,172.06,159.81,105.07,101.31,169.51,178.99,2
0021_event_2,2.11,2.29,117.02,151.7,92.29,71.52,22.62,77.89,126.42,160.67,90.0,106.19,171.87,155.68,98.13,98.13,179.46,175.34,2
0025_event_2,126.03,50.71,80.54,109.1,72.55,93.27,80.88,34.88,156.04,115.27,72.55,93.27,174.24,158.29,101.69,108.43,168.76,175.6,2
0027_event_2,29.74,63.43,81.87,137.12,95.86,80.07,43.73,79.37,115.35,154.25,87.96,96.11,177.24,164.72,94.8,99.17,169.18,177.5,2
0029_event_2,35.9,69.88,105.31,170.73,90.54,87.29,21.12,32.11,92.99,80.84,81.87,100.3,173.2,156.12,104.93,103.57,177.83,168.47,2
0041_event_2,4.4,3.37,51.82,161.2,85.93,87.73,38.51,70.11,131.83,170.07,98.83,87.51,154.67,179.95,106.5,92.54,175.78,175.88,2
0042_event_2,32.21,28.26,173.99,149.99,80.64,91.06,73.16,30.67,176.31,38.28,94.96,93.34,171.06,167.93,93.99,98.72,177.84,171.32,2
0051_event_2,28.24,124.59,72.02,105.47,113.82,72.15,70.04,57.79,147.24,143.97,75.02,99.01,172.04,151.74,112.94,109.25,179.91,162.4,2
0060_event_2,33.54,57.79,159.08,166.18,98.97,76.26,26.57,59.77,167.47,47.52,86.42,98.34,166.43,162.71,107.15,98.95,170.64,171.29,2
0066_event_2,39.14,66.8,82.75,143.13,93.37,83.7,49.76,66.37,129.9,160.14,90.0,92.94,164.29,169.21,105.71,97.85,179.01,174.06,2
0072_event_2,45.0,84.81,81.38,150.5,96.58,91.1,60.2,33.59,139.22,128.27,83.42,88.9,173.19,172.78,103.39,98.33,176.29,178.4,2
0074_event_2,46.39,68.9,76.5,158.04,87.03,95.87,56.92,37.19,148.22,132.47,88.57,88.53,175.72,173.62,95.71,97.85,171.67,176.09,2
0084_event_2,6.34,20.22,26.57,171.87,86.75,88.21,66.53,79.7,153.43,161.57,86.91,98.13,177.57,167.78,95.53,94.09,174.22,179.85,2
0098_event_2,23.2,45.0,76.33,174.29,96.34,77.47,43.21,51.82,135.3,145.68,83.66,102.53,178.7,152.22,95.04,105.26,173.35,174.21,2
0102_event_2,25.67,24.72,158.04,152.32,82.94,86.88,49.43,96.09,23.4,173.99,92.18,98.01,170.6,158.81,97.22,103.18,178.81,169.11,2
0110_event_2,30.32,80.84,60.26,152.72,97.55,81.19,67.62,45.25,147.99,122.04,85.82,95.44,176.59,167.21,97.59,97.35,175.62,178.99,2
0114_event_2,22.48,72.28,63.43,151.09,108.12,73.53,67.17,63.09,143.13,147.42,75.96,102.38,175.97,158.74,100.01,98.88,176.44,176.31,2
0115_event_2,30.79,75.28,61.86,154.65,96.44,85.71,65.38,44.36,141.34,126.87,75.96,101.89,174.33,159.23,98.37,98.88,176.68,174.7,2
0116_event_2,12.91,22.17,173.0,90.0,93.09,77.11,81.01,170.73,42.27,135.71,91.23,98.58,163.95,166.07,104.82,95.35,174.3,170.84,2
0118_event_2,23.84,31.78,86.63,170.39,89.55,82.64,159.98,55.98,138.37,31.02,93.18,94.64,165.19,166.2,101.63,99.16,177.16,170.84,2
0127_event_2,29.16,63.0,45.76,128.9,93.69,89.67,77.08,78.42,142.25,140.28,81.12,95.53,173.81,160.44,105.07,104.04,177.46,170.2,2
0148_event_2,6.91,97.13,52.7,117.9,105.66,75.92,59.87,69.06,146.87,169.46,78.1,100.32,179.84,163.88,101.73,95.8,179.49,172.47,2
0150_event_2,52.13,41.99,149.72,150.42,88.41,86.91,9.19,21.53,172.41,107.1,95.68,89.01,160.59,166.78,103.73,104.21,170.03,179.24,2
0152_event_2,60.46,94.76,58.88,86.63,79.79,110.29,81.37,68.31,153.77,150.09,83.17,86.74,179.72,168.71,96.55,104.55,161.33,179.68,2
0156_event_2,42.74,36.4,49.73,157.17,85.14,97.64,78.15,68.79,160.02,141.34,81.87,95.36,178.35,162.12,99.78,102.53,172.68,178.49,2
0160_event_2,34.85,86.88,66.53,141.74,106.35,82.02,74.66,49.36,151.47,142.49,79.99,91.64,174.06,168.58,105.95,99.78,178.99,176.21,2
0169_event_2,122.91,46.74,96.34,106.7,7.59,179.26,18.97,25.82,149.74,153.43,120.28,52.87,142.06,169.11,97.66,116.24,112.34,178.23,2
0175_event_2,42.27,84.29,96.25,143.72,98.88,83.09,44.91,48.9,152.59,134.59,85.52,92.51,173.81,155.34,100.67,112.14,170.16,166.49,2
0176_event_2,39.81,68.2,108.77,153.79,91.59,85.36,22.63,52.65,101.31,131.3,92.49,90.55,163.71,161.79,103.79,107.66,173.43,172.34,2
0187_event_2,37.59,73.84,86.99,173.99,101.89,79.59,52.5,32.57,137.49,124.7,78.42,100.09,178.03,168.28,103.55,91.62,164.69,179.37,2
0188_event_2,42.27,78.69,128.19,176.05,104.93,73.81,19.02,31.44,157.52,124.14,79.83,101.43,170.97,145.38,91.14,113.2,161.28,165.96,2
0190_event_2,9.73,56.31,54.73,165.96,114.98,68.76,69.98,68.96,151.07,167.47,76.33,99.93,172.85,157.73,96.52,102.34,178.39,167.66,2
0195_event_2,34.7,125.13,78.15,101.6,113.33,74.74,69.88,58.52,140.05,141.39,79.91,92.01,173.21,173.06,106.88,94.93,166.05,180.0,2
0204_event_2,56.14,92.17,71.64,118.35,95.11,89.51,79.61,59.96,162.95,146.78,76.76,98.62,179.2,154.28,104.04,107.1,171.42,167.3,2
0208_event_2,36.87,71.57,62.07,143.43,91.68,86.53,66.48,58.48,149.83,145.01,84.23,97.55,167.15,163.04,108.62,99.41,178.27,172.62,2
0223_event_2,55.67,55.04,90.45,172.75,102.53,76.14,67.75,41.57,175.11,145.17,86.63,94.7,157.52,161.43,115.85,103.87,167.25,164.35,2
0224_event_2,45.3,73.35,65.06,134.5,86.82,96.49,67.06,55.66,149.93,129.31,82.87,93.81,167.33,160.54,109.8,105.64,166.32,168.59,2
0229_event_2,36.87,113.96,77.47,121.34,103.32,88.49,62.72,36.2,120.96,100.73,76.68,91.51,170.25,160.06,93.58,108.43,166.88,165.38,2
0231_event_2,32.21,64.07,57.28,148.8,97.08,81.55,72.02,65.58,156.36,153.81,90.82,90.55,171.58,165.24,97.6,104.21,165.98,173.69,2
0237_event_2,32.47,98.13,57.49,118.74,90.0,95.86,64.98,47.27,157.1,143.13,90.0,84.14,168.69,174.55,101.31,101.31,168.83,177.12,2
0244_event_2,57.43,86.82,104.22,142.22,104.71,86.27,57.92,44.69,145.91,144.53,80.05,88.97,172.91,171.72,107.04,99.31,179.96,173.66,2
0248_event_2,23.76,96.71,177.84,158.96,83.99,72.67,74.42,31.66,171.35,168.42,88.69,114.66,168.58,147.58,79.89,97.77,177.3,115.32,2
0256_event_2,40.65,44.28,69.95,165.02,104.32,81.25,75.02,69.44,161.73,162.46,81.06,93.37,174.86,171.87,104.08,94.76,163.41,175.05,2
0257_event_2,65.92,55.75,114.08,33.47,89.63,65.21,90.37,87.5,164.05,152.65,73.69,81.16,168.42,162.98,117.9,115.87,170.03,169.26,2
0268_event_2,75.96,40.6,106.26,165.96,94.48,85.78,64.19,67.65,138.18,141.91,89.87,89.87,176.35,158.39,93.78,111.74,179.03,174.13,2
0271_event_2,41.28,65.71,75.68,176.14,86.8,94.58,52.41,23.57,140.3,148.13,89.18,89.44,171.67,167.2,99.15,103.36,176.74,179.68,2
0273_event_2,35.92,77.52,73.14,158.5,91.89,79.77,54.66,44.2,130.3,147.53,85.1,103.24,173.59,150.81,101.31,105.95,174.61,171.91,2
0275_event_2,32.82,105.63,82.26,134.86,126.64,60.63,77.2,58.87,163.3,175.44,80.39,92.34,168.88,172.83,110.73,94.83,176.58,173.86,2
0276_event_2,46.03,72.33,80.36,144.73,91.42,91.56,57.09,51.38,147.19,140.87,86.23,90.78,168.81,177.16,104.96,92.05,171.72,179.64,2
0279_event_2,32.47,60.26,11.92,123.56,90.0,86.05,110.56,90.13,155.56,176.19,94.4,89.55,158.96,166.96,106.64,103.49,178.42,173.3,2
0281_event_2,41.05,100.49,74.74,131.63,88.15,94.79,54.46,33.08,113.2,77.91,85.3,91.76,177.89,163.7,92.59,104.55,176.86,180.0,2
0283_event_2,36.79,55.14,125.41,174.6,86.1,83.62,2.51,35.84,131.27,2.73,96.91,93.37,165.24,172.69,97.85,93.95,175.76,169.91,2
0285_event_2,22.62,39.81,41.71,169.55,100.01,79.99,80.91,70.65,167.49,158.24,79.99,100.01,174.59,155.96,105.42,104.04,175.89,169.66,2
0287_event_2,39.0,74.91,93.69,163.72,92.89,86.77,38.2,34.6,98.13,77.08,82.77,97.58,176.5,152.08,93.73,110.34,179.7,179.7,2
0297_event_2,55.67,105.02,63.43,84.91,75.96,110.75,68.2,59.33,131.63,111.04,90.0,83.29,165.07,175.02,104.93,101.69,177.83,179.2,2
0298_event_2,45.0,116.57,71.57,93.69,96.71,98.37,70.14,51.38,147.09,145.66,83.29,81.63,177.24,175.84,93.95,102.53,164.15,173.38,2
0302_event_2,68.2,43.6,142.13,122.11,82.93,85.13,66.75,6.62,135.0,86.04,94.1,97.85,166.29,167.18,72.19,94.97,172.54,163.01,2
0310_event_2,29.43,38.32,104.04,162.01,91.65,80.66,17.04,79.0,72.27,161.2,85.49,102.2,175.63,160.2,98.88,97.59,172.97,174.45,2
0328_event_2,66.8,80.73,140.71,167.47,61.07,123.11,91.41,11.31,160.51,158.2,97.13,78.69,145.47,165.67,117.41,115.64,170.34,156.48,2
0336_event_2,34.54,45.82,135.0,175.6,88.11,86.67,12.35,51.91,63.43,101.31,88.32,96.91,173.55,163.31,98.13,99.78,173.6,176.56,2
0338_event_2,45.0,45.0,179.65,150.07,91.58,81.44,43.78,23.63,107.76,161.57,91.79,95.19,172.3,161.67,95.91,103.13,179.57,177.36,2
0342_event_2,36.03,69.44,121.26,176.11,93.69,82.65,8.46,31.8,98.58,107.32,86.31,97.35,171.16,165.8,102.53,96.84,176.56,177.73,2
0351_event_2,67.38,56.31,123.69,166.29,88.36,93.27,32.05,16.71,78.69,98.67,91.64,86.73,160.54,164.84,107.82,108.43,171.64,161.57,2
0359_event_2,58.22,92.49,142.28,172.18,83.52,99.24,0.55,3.91,169.45,177.63,80.54,96.71,174.04,163.51,105.42,99.78,175.89,179.66,2
0363_event_2,28.24,27.17,58.86,168.8,91.18,85.73,60.55,78.31,136.16,155.45,88.54,94.56,173.69,166.48,97.78,98.96,170.73,174.03,2
0370_event_2,29.17,73.74,49.11,131.82,91.88,91.22,71.94,63.22,148.56,132.27,83.57,93.33,173.68,161.4,90.12,105.27,173.57,177.77,2
0372_event_2,38.52,107.1,66.62,99.46,91.25,96.28,63.14,57.15,142.43,143.97,79.29,93.18,169.68,162.78,111.04,104.04,170.27,171.67,2
0379_event_2,9.72,11.92,111.46,142.77,92.12,69.44,29.05,85.24,124.38,167.42,90.0,108.43,169.56,147.14,100.44,104.42,178.1,170.62,2
0384_event_2,23.9,37.74,106.64,177.27,87.14,86.15,4.4,58.83,71.2,144.99,93.58,93.13,160.97,157.34,105.45,109.52,170.98,169.25,2
0386_event_2,48.75,95.71,93.56,144.46,104.08,80.92,59.27,38.9,140.91,116.08,77.24,97.77,167.33,163.5,115.44,98.74,167.09,175.0,2
0392_event_2,33.69,108.43,38.09,65.22,101.63,84.81,97.23,101.53,122.47,122.91,73.17,100.39,174.53,159.74,112.3,99.87,177.3,177.93,2
0408_event_2,72.57,39.86,117.66,154.74,87.91,89.05,81.86,25.84,145.54,36.74,91.08,91.96,149.34,169.47,119.58,98.57,172.59,178.72,2
0416_event_2,37.85,63.97,48.69,120.7,87.85,93.31,77.01,82.02,153.71,159.61,84.56,94.29,172.31,157.28,103.13,108.43,171.33,161.57,2
0420_event_2,59.68,68.39,82.87,145.3,89.73,96.91,66.53,49.4,147.98,145.01,78.96,94.4,177.91,166.72,103.13,98.88,169.17,171.12,2
0422_event_2,40.39,55.62,64.68,171.74,96.22,79.92,71.93,36.21,162.96,118.61,80.56,103.31,170.41,157.66,109.04,99.03,177.39,165.26,2
0423_event_2,23.44,20.22,9.46,161.57,90.5,80.08,123.41,61.26,146.31,11.31,86.17,103.25,176.92,147.99,96.91,108.76,179.21,162.82,2
0434_event_2,58.67,39.98,177.06,172.51,89.05,81.05,29.34,51.48,160.18,132.1,92.34,97.55,163.67,166.09,103.99,96.36,176.09,179.73,2
0435_event_2,40.11,53.31,139.83,163.09,86.43,85.89,13.3,23.89,146.31,81.66,96.17,91.51,164.67,166.15,99.16,102.34,174.41,174.79,2
0439_event_2,23.38,30.44,62.79,150.49,83.9,85.84,44.48,34.21,130.29,106.28,85.09,105.17,174.99,158.68,99.92,96.15,174.71,175.17,2
0440_event_2,63.76,58.8,163.97,160.58,97.73,73.65,34.54,66.97,104.04,77.47,87.87,100.75,164.45,160.48,107.69,59.72,122.08,168.57,2
0442_event_2,66.37,34.25,173.66,166.54,90.56,78.8,16.73,53.5,1.94,143.2,90.82,99.82,165.58,163.69,103.6,96.49,175.41,176.27,2
0456_event_2,39.29,102.53,62.12,113.5,96.17,93.09,73.34,50.88,143.13,122.17,83.83,86.91,170.46,164.07,105.71,109.03,178.47,171.86,2
0462_event_2,34.77,74.83,36.82,106.17,90.46,92.44,88.41,86.56,172.23,169.71,79.07,98.03,175.88,157.64,96.81,104.33,159.88,173.0,2
0480_event_2,40.03,41.84,156.8,180.0,90.33,77.72,26.44,60.44,146.89,2.94,94.64,97.31,162.23,156.51,103.13,106.19,176.03,172.97,2
0484_event_2,60.26,74.74,66.8,108.43,83.49,97.35,76.94,79.47,156.15,153.03,81.25,97.91,176.65,158.06,102.09,104.04,171.06,172.3,2
0486_event_2,24.58,99.52,49.26,125.08,103.13,81.81,78.45,53.59,154.68,134.49,77.56,97.5,178.02,160.95,100.46,101.55,164.13,173.78,2
0487_event_2,4.37,24.92,71.57,154.23,107.73,71.13,40.53,58.18,78.69,133.35,87.92,93.23,174.58,155.9,97.5,110.88,175.68,176.69,2
0492_event_2,43.07,70.77,64.44,145.67,94.81,91.83,73.44,51.73,160.02,141.73,83.81,89.55,177.01,158.2,99.18,112.25,176.79,165.51,2
0494_event_2,150.26,10.3,17.65,3.73,67.93,112.07,124.16,126.1,135.78,178.09,112.07,67.93,137.56,138.57,110.38,70.64,141.62,151.8,2
0498_event_2,58.37,62.98,115.36,147.32,90.24,89.76,33.25,59.94,115.34,141.94,89.76,90.24,170.1,162.84,100.14,106.93,171.34,177.96,2
0501_event_2,60.17,67.54,150.72,171.19,85.3,96.1,5.24,25.17,169.99,150.6,85.24,93.37,176.34,162.1,98.43,104.53,165.23,178.46,2
0506_event_2,24.62,107.65,61.03,120.68,110.38,80.57,73.97,51.11,149.93,138.01,75.96,93.09,175.13,165.22,99.16,101.69,176.03,177.47,2
0512_event_2,63.21,39.62,144.46,160.99,88.17,95.17,6.91,26.2,167.47,138.95,86.9,89.76,165.87,160.78,107.22,109.46,171.06,168.59,2
0521_event_2,8.23,9.96,101.45,135.0,88.7,77.41,20.98,67.55,148.43,158.63,90.11,103.78,172.76,154.95,97.14,101.27,174.33,175.57,2
0522_event_2,28.44,107.1,87.01,141.74,130.19,57.43,71.62,53.74,138.53,142.92,81.14,91.25,179.1,161.27,97.96,107.49,166.96,167.28,2
0532_event_2,65.22,65.22,112.52,173.17,93.01,88.49,45.72,33.11,137.9,135.64,86.99,91.51,165.19,170.07,107.82,98.43,179.38,179.7,2
0538_event_2,27.38,85.24,64.61,113.2,98.48,84.46,61.25,77.11,138.01,160.38,76.76,100.3,179.89,153.19,103.13,106.5,177.75,167.31,2
0542_event_2,26.57,60.26,51.58,151.75,90.0,86.99,64.98,61.01,146.24,138.53,86.42,96.59,164.58,164.89,109.0,98.52,172.94,169.75,2
0545_event_2,30.3,94.4,88.67,175.24,103.86,79.26,45.49,11.1,126.03,31.33,76.72,100.15,180.0,157.47,103.28,102.38,171.03,169.17,2
0551_event_2,54.46,65.28,76.61,138.95,90.32,89.34,68.17,66.43,130.87,121.87,84.98,95.36,174.71,165.3,100.3,99.34,174.51,171.08,2
0561_event_2,35.54,32.66,138.81,14.45,97.34,80.54,88.31,98.75,172.37,163.12,92.12,90.0,162.62,163.74,105.26,106.26,164.74,176.0,2
0562_event_2,58.82,37.72,159.8,85.13,76.98,101.64,64.4,54.23,134.29,112.34,93.01,88.36,157.45,166.81,109.54,104.83,158.83,175.79,2
0564_event_2,45.0,32.47,180.0,135.0,86.99,86.99,48.01,15.54,63.43,50.91,93.01,93.01,157.96,166.68,109.03,100.3,159.18,177.17,2
0566_event_2,29.54,119.2,52.01,88.15,101.59,89.82,79.12,62.83,140.4,136.85,79.2,89.39,178.9,148.71,101.9,121.9,177.48,170.16,2
0579_event_2,13.53,48.58,65.92,163.3,103.88,76.34,51.49,38.38,115.24,104.81,79.7,100.08,173.78,158.33,94.09,101.59,165.2,174.26,2
0582_event_2,28.93,63.8,63.43,145.74,90.0,91.25,55.49,59.22,145.86,159.04,99.16,79.59,163.55,178.16,97.29,102.25,171.71,173.99,2
0584_event_2,49.27,80.54,73.5,128.66,95.79,89.16,71.57,61.65,140.6,132.59,82.34,92.71,168.69,158.39,86.35,108.9,159.98,177.44,2
0612_event_2,21.04,99.93,66.37,133.39,123.17,66.04,77.84,60.64,149.17,150.64,76.97,93.81,175.64,174.29,107.38,91.9,175.75,176.33,2
0618_event_2,39.29,66.04,93.26,168.97,94.9,83.29,40.93,41.7,113.03,117.4,81.02,100.8,177.05,161.6,101.94,97.6,178.07,177.06,2
0626_event_2,6.55,15.07,62.22,115.56,121.33,57.56,65.66,42.94,147.53,138.62,78.86,102.26,168.69,152.83,112.45,104.92,170.02,178.02,2
0630_event_2,36.87,98.13,42.95,124.0,92.94,91.94,86.85,45.93,149.57,86.65,84.89,90.24,176.22,159.94,91.33,109.82,170.44,175.15,2
0640_event_2,14.93,48.5,137.29,169.7,90.78,84.16,31.58,57.64,145.95,107.22,78.69,106.37,174.42,143.28,95.73,110.34,177.4,169.96,2
0656_event_2,14.23,152.1,21.15,31.43,100.07,91.61,93.15,84.86,151.52,151.75,66.06,102.25,172.23,160.84,106.17,96.91,177.15,173.26,2
0672_event_2,30.96,59.04,68.84,152.59,92.51,85.78,54.64,62.59,130.6,147.55,87.85,93.85,177.45,155.96,94.7,110.19,175.43,170.69,2
0674_event_2,66.16,72.57,88.39,131.27,98.82,90.42,76.59,65.75,141.67,135.0,74.05,96.71,172.48,159.25,98.43,104.04,177.94,171.87,2
0678_event_2,43.23,64.76,138.28,123.93,82.66,92.4,12.39,78.9,85.27,137.94,86.8,98.13,174.1,147.49,99.1,114.38,175.25,168.44,2
0682_event_2,31.79,41.82,48.05,145.3,91.33,85.48,75.07,87.39,156.32,169.7,85.49,97.7,176.92,160.99,97.59,101.31,166.82,170.6,2
0693_event_2,33.9,118.14,85.24,127.94,110.38,76.87,59.04,37.05,142.43,130.88,80.05,92.7,174.94,158.09,94.89,109.21,178.02,176.19,2
0701_event_2,38.66,44.22,92.12,158.84,99.43,77.8,45.97,36.82,142.34,152.97,86.91,95.86,165.85,154.49,107.24,109.65,172.88,164.43,2
0713_event_2,1.5,166.68,42.22,69.59,116.24,63.96,75.52,59.78,148.71,134.49,80.58,99.23,168.55,151.25,87.97,109.52,163.11,162.46,2
0731_event_2,34.68,71.03,137.04,139.18,99.23,77.77,3.13,72.02,138.37,160.39,88.36,94.64,163.82,160.89,107.82,104.47,176.65,173.38,2
0747_event_2,33.69,110.56,59.04,97.74,97.5,90.0,72.15,61.7,143.87,142.24,78.42,94.09,176.08,165.53,97.66,100.38,171.48,171.24,2
0755_event_2,29.85,55.04,104.23,175.96,90.97,81.54,16.59,47.46,90.6,121.94,88.34,99.15,168.52,167.25,103.14,93.6,175.28,177.88,2
0756_event_2,94.86,58.32,107.47,71.23,99.21,77.63,58.45,64.73,147.8,49.67,88.92,94.24,154.58,161.35,65.66,67.11,172.86,162.68,2
0763_event_2,45.0,81.87,90.0,177.83,82.0,100.3,143.0,0.0,100.3,15.26,83.65,94.04,175.97,159.78,100.38,106.18,177.23,177.69,2
0764_event_2,30.6,43.84,38.42,152.1,83.89,97.35,76.08,66.71,159.27,143.43,85.49,93.27,166.08,162.2,108.43,104.53,178.81,173.32,2
0773_event_2,45.78,95.4,103.88,122.47,92.34,95.53,34.24,46.59,100.24,128.29,84.94,87.19,171.03,168.63,104.04,104.18,177.75,179.66,2
0777_event_2,39.18,49.6,90.86,176.82,86.38,90.37,34.7,43.21,124.62,141.8,90.72,92.53,169.52,160.09,99.76,107.38,175.89,164.52,2
0781_event_2,16.76,156.32,61.76,85.7,110.77,82.59,65.77,35.39,116.05,95.6,84.35,82.29,174.99,174.74,100.66,102.98,179.1,177.47,2
0785_event_2,57.72,66.66,92.49,155.92,112.57,74.56,77.8,62.86,145.75,139.76,77.23,95.64,176.71,153.17,99.48,111.19,175.14,166.84,2
0789_event_2,26.2,115.32,55.98,110.63,108.39,77.11,78.61,56.94,152.6,135.63,80.19,94.32,179.94,161.75,99.76,103.94,177.32,174.11,2
0791_event_2,17.98,9.38,169.26,79.94,95.69,60.03,55.59,10.53,63.43,177.47,98.18,106.1,151.3,151.61,110.51,102.29,172.74,168.05,2
0796_event_2,6.34,6.65,140.19,121.43,69.95,94.83,63.9,19.94,145.06,143.97,103.71,91.51,160.12,172.48,96.17,96.01,173.83,172.26,2
0800_event_2,48.96,18.87,137.94,33.35,73.62,99.08,99.48,84.6,166.19,142.62,100.63,86.67,162.72,166.27,96.65,107.05,167.01,176.0,2
0801_event_2,90.0,45.0,86.63,71.57,90.0,96.34,93.37,69.78,11.38,85.24,90.0,83.66,168.69,175.72,101.31,100.62,174.6,178.09,2
0803_event_2,24.97,42.75,71.57,180.0,112.97,70.54,66.38,66.72,134.48,149.47,74.69,101.8,177.3,147.52,102.61,110.68,170.15,168.61,2
0822_event_2,29.74,23.96,57.5,165.3,94.76,83.66,67.01,57.68,148.67,141.34,85.24,96.34,169.83,158.73,104.93,104.93,177.69,173.95,2
0828_event_2,3.81,18.43,56.25,164.74,96.34,79.0,43.91,67.31,140.1,164.74,83.66,101.0,175.03,152.3,101.31,106.7,178.15,166.88,2
0829_event_2,3.58,14.04,70.96,163.07,96.34,79.0,28.96,70.04,119.74,155.75,83.66,101.0,179.63,154.53,96.71,104.47,175.4,169.47,2
0830_event_2,39.72,75.92,112.38,109.98,78.87,95.62,32.08,20.5,125.61,65.62,93.07,72.96,177.49,163.35,89.45,123.69,174.1,164.74,2
0836_event_2,32.21,64.07,71.02,156.61,98.71,84.64,59.91,54.68,139.81,148.32,88.47,88.18,177.3,163.92,94.23,107.9,167.94,171.58,2
0842_event_2,14.74,90.0,131.31,116.57,95.04,79.99,21.52,73.44,75.2,169.38,84.96,100.01,172.32,154.57,102.72,105.42,179.59,164.58,2
0844_event_2,48.7,98.08,52.23,89.45,79.13,106.7,75.6,65.77,161.98,152.41,87.99,86.19,178.81,169.29,90.82,104.53,162.02,177.84,2
